Order Date,Ship Date,Ship Mode,Country/Region,City,State/Province,Postal Code,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Factory,Unit Price,Unit Cost,Latitude,Longitude,Target
2022-07-09,2022-07-15,Standard Class,United States,Nashville,Tennessee,37211,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-09-25,2022-10-01,Standard Class,United States,Orem,Utah,84057,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-10-03,2023-10-09,Standard Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-12-09,2023-12-14,Standard Class,United States,Franklin,Tennessee,37064,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-01-30,2024-02-05,Standard Class,United States,Miami,Florida,33142,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-03-10,2024-03-17,Standard Class,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-09-21,2024-09-26,Standard Class,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-02-02,2021-02-10,Standard Class,United States,Saint Petersburg,Florida,33710,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2021-02-02,2021-02-10,Standard Class,United States,Saint Petersburg,Florida,33710,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-02-27,2023-03-02,Second Class,United States,La Crosse,Wisconsin,54601,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-05-18,2023-05-25,Standard Class,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-05-18,2023-05-25,Standard Class,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-10-22,2023-10-25,First Class,United States,Richmond,Virginia,23223,Chocolate,Gulf,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-07-22,2024-07-28,Standard Class,United States,Chicago,Illinois,60653,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-01-04,2023-01-10,Standard Class,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-02-07,2023-02-11,Second Class,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-10-10,2023-10-15,Standard Class,United States,Greensboro,North Carolina,27405,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-10-10,2023-10-15,Standard Class,United States,Greensboro,North Carolina,27405,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-12-30,2025-01-04,Standard Class,United States,Fairfield,California,94533,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-12-30,2025-01-04,Standard Class,United States,Fairfield,California,94533,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-04-13,2022-04-18,Second Class,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-04-13,2022-04-18,Second Class,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-11-12,2022-11-19,Standard Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-11-28,2022-12-03,Standard Class,United States,Columbus,Ohio,43229,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-11-28,2022-12-03,Standard Class,United States,Columbus,Ohio,43229,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-09-11,2023-09-18,Standard Class,United States,San Jose,California,95123,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-09-11,2023-09-18,Standard Class,United States,San Jose,California,95123,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-11-14,2023-11-20,Second Class,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-11-14,2023-11-20,Second Class,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-11-14,2023-11-20,Second Class,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-09-08,2024-09-13,Standard Class,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2021-09-29,2021-10-05,Standard Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2021-09-29,2021-10-05,Standard Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-10-17,2021-10-20,Second Class,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-03-12,2022-03-19,Standard Class,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-11-28,2022-12-03,Standard Class,United States,Austin,Texas,78745,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-11-05,2023-11-06,Same Day,United States,Laredo,Texas,78041,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-10-09,2024-10-11,First Class,United States,Wilmington,North Carolina,28403,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-12-17,2021-12-25,Standard Class,United States,Columbus,Ohio,43229,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-12-12,2023-12-19,Standard Class,United States,Columbus,Georgia,31907,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-12-12,2023-12-19,Standard Class,United States,Columbus,Georgia,31907,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-03-23,2024-03-30,Standard Class,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-07-31,2024-08-04,First Class,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-07-31,2024-08-04,First Class,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-11-07,2024-11-08,Same Day,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2021-08-09,2021-08-17,Standard Class,United States,San Diego,California,92037,Chocolate,Pacific,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2021-11-23,2021-11-30,Standard Class,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-11-02,2022-11-05,First Class,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-12-20,2022-12-22,First Class,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-10-24,2023-10-29,Standard Class,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-12-22,2023-12-25,Second Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-12-22,2023-12-25,Second Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-02-19,2024-02-21,First Class,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-02-19,2024-02-21,First Class,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-08-17,2024-08-25,Standard Class,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-08-17,2024-08-25,Standard Class,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-08-17,2024-08-25,Standard Class,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-08-17,2024-08-25,Standard Class,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-08-17,2024-08-25,Standard Class,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-11-02,2022-11-06,First Class,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-12-03,2023-12-07,First Class,United States,Oceanside,New York,11572,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-12-03,2023-12-07,First Class,United States,Oceanside,New York,11572,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-12-03,2023-12-07,First Class,United States,Oceanside,New York,11572,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-12-03,2023-12-07,First Class,United States,Oceanside,New York,11572,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-12-03,2023-12-07,First Class,United States,Oceanside,New York,11572,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-03-31,2024-04-06,Second Class,United States,Chicago,Illinois,60623,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,48.75,13,31.85,16.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-11-17,2024-11-22,Second Class,United States,Naperville,Illinois,60540,Chocolate,Interior,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-12-08,2024-12-16,Standard Class,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-04-12,2021-04-19,Standard Class,United States,Lodi,California,95240,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2021-10-18,2021-10-23,Standard Class,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2021-10-18,2021-10-23,Standard Class,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2021-10-18,2021-10-23,Standard Class,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-09-10,2022-09-15,Standard Class,United States,Revere,Massachusetts,02151,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-09-10,2022-09-15,Standard Class,United States,Revere,Massachusetts,02151,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-09-10,2022-09-15,Standard Class,United States,Revere,Massachusetts,02151,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-03-13,2023-03-16,Second Class,United States,San Francisco,California,94109,Other,Pacific,Lickable Wallpaper,40.0,2,20.0,20.0,Secret Factory,20.0,10.0,41.446333,-90.565487,3000
2023-03-13,2023-03-16,Second Class,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-05-02,2023-05-07,Standard Class,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-05-02,2023-05-07,Standard Class,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-05-02,2023-05-07,Standard Class,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-05-02,2023-05-07,Standard Class,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-05-28,2023-05-29,Same Day,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-06-02,2023-06-07,Standard Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-06-02,2023-06-07,Standard Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar - Milk Chocolate,39.0,12,25.32,13.68,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-06-02,2023-06-07,Standard Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-09-24,2023-09-29,Standard Class,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-09-24,2023-09-29,Standard Class,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-10-30,2023-11-04,Standard Class,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-10-30,2023-11-04,Standard Class,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-12-23,2023-12-31,Standard Class,United States,Seattle,Washington,98103,Other,Pacific,Lickable Wallpaper,40.0,2,20.0,20.0,Secret Factory,20.0,10.0,41.446333,-90.565487,3000
2023-12-23,2023-12-31,Standard Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-12-23,2023-12-31,Standard Class,United States,Seattle,Washington,98103,Other,Pacific,Kazookles,6.5,2,0.5,6.0,The Other Factory,3.25,3.0,35.1175,-89.971107,3000
2023-12-23,2023-12-31,Standard Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-12-23,2023-12-31,Standard Class,United States,Seattle,Washington,98103,Other,Pacific,Kazookles,3.25,1,0.25,3.0,The Other Factory,3.25,3.0,35.1175,-89.971107,3000
2023-12-23,2023-12-31,Standard Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-12-23,2023-12-31,Standard Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-01-22,2024-01-26,Second Class,United States,Chicago,Illinois,60623,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-01-22,2024-01-26,Second Class,United States,Chicago,Illinois,60623,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-08-17,2024-08-20,First Class,United States,Watertown,New York,13601,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-08-17,2024-08-20,First Class,United States,Watertown,New York,13601,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2021-07-02,2021-07-07,Standard Class,United States,Plainfield,New Jersey,07060,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2021-07-02,2021-07-07,Standard Class,United States,Plainfield,New Jersey,07060,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-07-10,2022-07-11,Same Day,United States,Tempe,Arizona,85281,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-12-14,2022-12-19,Standard Class,United States,Costa Mesa,California,92627,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-01-16,2023-01-21,Second Class,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-01-16,2023-01-21,Second Class,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-11-19,2023-11-25,Standard Class,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-11-19,2023-11-25,Standard Class,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-11-19,2023-11-25,Standard Class,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-11-19,2023-11-25,Standard Class,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-11-19,2023-11-25,Standard Class,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,41.88,12,29.88,12.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-11-19,2023-11-25,Standard Class,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-11-19,2023-11-25,Standard Class,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-11-19,2023-11-25,Standard Class,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-11-26,2023-11-29,Second Class,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-05-22,2024-05-26,Second Class,United States,Los Angeles,California,90008,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-05-27,2024-05-30,Second Class,United States,Memphis,Tennessee,38109,Chocolate,Gulf,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2021-01-15,2021-01-18,First Class,United States,Roswell,Georgia,30076,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2021-05-23,2021-05-28,Standard Class,United States,Bellevue,Washington,98006,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-11-24,2021-11-27,Second Class,United States,Sacramento,California,95823,Chocolate,Pacific,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-09-25,2022-09-30,Standard Class,United States,Meriden,Connecticut,06450,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-09-25,2022-09-30,Standard Class,United States,Meriden,Connecticut,06450,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-09-25,2022-09-30,Standard Class,United States,Meriden,Connecticut,06450,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-03-31,2023-04-07,Standard Class,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
